company_name,title,link,date,ESG topic,ESG score,sentiment score
FIS CAPITAL MARKETS US LLC,"Here's Why We Think Fidelity National Information Services (NYSE:FIS) Might
Deserve Your Attention Today",https://simplywall.st/stocks/us/diversified-financials/nyse-fis/fidelity-national-information-services/news/heres-why-we-think-fidelity-national-information-services-ny-1,1 mese fa,Corporate Governance,0.7892053127288818,3
FIS CAPITAL MARKETS US LLC,HKMA Highlights Power of AI to Mitigate Greenwashing Risk,https://www.regulationasia.com/hkma-highlights-power-of-ai-to-mitigate-greenwashing-risk/,28 ago 2024,Climate Change,0.6057074666023254,4
FIS CAPITAL MARKETS US LLC,WorldPay Archives,https://finovate.com/category/worldpay/,16 ago 2024,Product Liability,0.6002718806266785,5
FIS CAPITAL MARKETS US LLC,Mastercard pushes global open banking; Standard Chartered seeks ESG clients,https://www.americanbanker.com/payments/list/mastercard-pushes-global-open-banking-standard-chartered-seeks-esg-clients,14 ago 2024,Product Liability,0.4680200517177582,5
FIS CAPITAL MARKETS US LLC,David Lewis - FIS,https://www.securitiesfinancetimes.com/interviews/interview.php?interview_id=451,23 lug 2024,Non-ESG,0.9012975692749023,4
FIS CAPITAL MARKETS US LLC,"Remarks by Mr Chia Der Jiun, Managing Director, MAS, at the MAS Annual
Report 2023/2024 Media Conference on 18 July 2024",https://www.mas.gov.sg/news/speeches/2024/mas-annual-report-media-conference-2023-2024,18 lug 2024,Corporate Governance,0.972814679145813,4
GENERALI ITALIA SpA,MoaconCePT promoter of the summit on the circular economy,https://www.beesness.it/2023/06/12/moaconcept-promotore-del-summit-sulleconomia-circolare/,12 giu 2023,Climate Change,0.7674428224563599,5
GENERALI ITALIA SpA,"There is Philippe Donnnet, Ceo of General Insurance: wife, Yipsy, CV
and heritage",https://www.ilgiornaleditalia.it/news/mondo-imprese/361197/chi-e-philippe-donnet-ceo-assicurazioni-generali-moglie-stipendio-cv-patrimonio.html,29 apr 2022,Corporate Governance,0.9675616025924683,4
TELECOM Italia SpA,"Dior late on Supply Chain dissemination, makes obsolete ESG statements",https://it.finance.yahoo.com/notizie/dior-ritardo-su-divulgazione-supply-132542155.html,6 ago 2024,Product Liability,0.689163863658905,5
TELECOM Italia SpA,"S&P raises the Telecom Italia rating of two notches after the sale of the
net",https://it.marketscreener.com/quotazioni/azione/TELECOM-ITALIA-S-P-A-102978/attualita/S-P-alza-il-rating-di-Telecom-Italia-di-due-tacche-dopo-la-vendita-della-rete-47346288/,9 lug 2024,Non-ESG,0.9902293086051941,1
TELECOM Italia SpA,"Telecom Italia focuses on organic growth after the sale of
net",https://it.marketscreener.com/quotazioni/azione/TELECOM-ITALIA-S-P-A-102978/attualita/Telecom-Italia-si-concentra-sulla-crescita-organica-dopo-la-vendita-della-rete-47030190/,24 giu 2024,Non-ESG,0.9868479371070862,4
TELECOM Italia SpA,"Telecom Italia receives good signals from the European Union Antitrustust
on the sale of the network",https://it.marketscreener.com/quotazioni/azione/TELECOM-ITALIA-S-P-A-102978/attualita/Telecom-Italia-riceve-buoni-segnali-dall-antitrust-dell-Unione-Europea-sulla-vendita-della-rete-46839329/,28 mag 2024,Business Ethics & Values,0.7695992588996887,1
TELECOM Italia SpA,"Intesa Sanpaolo, at the start of the new organization, Luca Bocca Nuovo Cfo",https://it.finance.yahoo.com/notizie/intesa-sanpaolo-al-via-nuova-125829280.html,28 mar 2024,Corporate Governance,0.8821211457252502,5
TELECOM Italia SpA,"Telecom Italia: continue to be exchanged at a discount with the KKR offer
on Netco to 19 billion",https://it.marketscreener.com/quotazioni/azione/TELECOM-ITALIA-S-P-A-102978/attualita/Telecom-Italia-Continua-a-essere-scambiata-a-sconto-con-l-offerta-di-KKR-su-NetCo-a-19-miliardi-45297307/,10 nov 2023,Non-ESG,0.9795306921005249,1
TELECOM Italia SpA,"Net Zero, Italian companies far from the goal",https://www.morningstar.it/it/news/235533/net-zero-aziende-italiane-lontane-dallobiettivo.aspx,24 mag 2023,Climate Change,0.9593029022216797,1
TELECOM Italia SpA,"TLC: the Government assigns Alessio Butti to telecommunications delegations,
Cloud and Single Network",https://associatedmedias.com/tlc-il-governo-assegna-ad-alessio-butti-le-deleghe-a-telecomunicazioni-cloud-e-rete-unica/,25 nov 2022,Community Relations,0.7405393123626709,4
TELECOM Italia SpA,"Enel: the Ad Starace redesigns the top, in drum the responsibility of the
Pnrr in Lanzetta Italy",https://associatedmedias.com/enel-lad-starace-ridisegna-i-vertici-a-tamburi-la-responsabilita-del-pnrr-a-lanzetta-litalia/,29 nov 2021,Corporate Governance,0.31470057368278503,5
POSTE ITALIANE SPA,"Poste Italiane: preliminary results of the fourth quarter and exercise
2023",https://www.newtuscia.it/2024/02/29/poste-italiane-risultati-preliminari-del-quarto-trimestre-e-dellesercizio-2023/?amp=1,29 feb 2024,Non-ESG,0.8703856468200684,4
POSTE ITALIANE SPA,Acquisitions and mergers: the main corporate operations of Post Office,https://tgposte.poste.it/2024/02/29/fusioni-acquisizioni-poste/,28 feb 2024,Corporate Governance,0.6495704054832458,5
POSTE ITALIANE SPA,"Poste Italiane, € 1000 of bonuses for dear life: that's when he arrives",https://www.ilcorrierino.com/news/poste-italiane-1000e-di-bonus-per-il-caro-vita-ecco-quando-arriva/,27 feb 2024,Human Capital,0.9633271098136902,1
POSTE ITALIANE SPA,Poste Italiane: Postpay graduates for graduates,https://www.ticonsiglio.com/poste-italiane-tirocini-postepay/,3 feb 2024,Human Capital,0.7980719208717346,3
POSTE ITALIANE SPA,"Fruit vouchers, Poste Italiane raises yields: you get to 6%.There
Guide (and the comparison with BTP and BOT)",https://www.ilgazzettino.it/economia/news/buoni_fruttiferi_postali_rendimenti_aumento_guid_confronto_btp_bot_ultime_notizie-7755992.html,14 nov 2023,Pollution & Waste,0.5708491802215576,4
POSTE ITALIANE SPA,CSR 2023 salon: interest and commitment to sustainability grows,https://esgnews.it/salone-della-csr/salone-della-csr-2023-cresce-linteresse-e-limpegno-per-la-sostenibilita/,9 ott 2023,Natural Capital,0.5646525621414185,5
POSTE ITALIANE SPA,"Poste Italiane, here are the new postal fruits vouchers",https://www.key4biz.it/poste-italiane-ecco-i-nuovi-buoni-fruttiferi-postali/462155/,9 ott 2023,Pollution & Waste,0.7758601903915405,5
POSTE ITALIANE SPA,"Net Zero, Italian companies far from the goal",https://www.morningstar.it/it/news/235533/net-zero-aziende-italiane-lontane-dallobiettivo.aspx,24 mag 2023,Climate Change,0.9593029022216797,1
POSTE ITALIANE SPA,"Made the law, legalized the deception!Still funding for the
Cluster ammunition.-",https://umanitanova.org/fatta-la-legge-legalizzato-linganno-ancora-finanziamenti-per-le-munizioni-cluster/,11 feb 2023,Business Ethics & Values,0.404984712600708,5
POSTE ITALIANE SPA,"Poste Italiane Spa * ""Green Talks RCS Academy 2021"": «The co -director
Giuseppe Lasco at the appointment of 20 October ""(Video)",https://www.agenziagiornalisticaopinione.it/opinionews/poste-italiane-spa-green-talks-rcs-academy-2021-il-condirettore-giuseppe-lasco-allappuntamento-del-20-ottobre-video/,22 ott 2021,Corporate Governance,0.8577930927276611,1
Leonardo Spa,Leonardo S.p.A.: The trend should resume the path,https://it.marketscreener.com/quotazioni/azione/LEONARDO-S-P-A-162001/attualita/Il-trend-dovrebbe-riprendere-il-cammino-48086125/,1 settimana fa,Climate Change,0.49695467948913574,4
Leonardo Spa,"New player in European tank production: Leonardo and Rheinmetall establish
Joint Venture",https://www.leonardo.com/en/press-release-detail/-/detail/15-10-2024-new-player-in-european-tank-production-leonardo-and-rheinmetall-establish-joint-venture,1 settimana fa,Non-ESG,0.6457408666610718,5
Leonardo Spa,Approved the merger by incorporation of UTM into Leonardo,https://www.leonardo.com/en/press-release-detail/-/detail/26-09-2024-approved-the-merger-by-incorporation-of-utm-into-leonardo,4 settimane fa,Corporate Governance,0.7052462697029114,5
Leonardo Spa,"Leonardo’s “Sustainability in action 2024” report is online. A commitment
to a digital and sustainable transition",https://www.leonardo.com/en/news-and-stories-detail/-/detail/report-sustainability-in-action-2024,1 ago 2024,Climate Change,0.8093197345733643,5
Leonardo Spa,"1H 2024 double digit growth performance across all KPIs. Orders € 10.3 bn
(+15.6%*), revenues € 8 bn (+10.9%*), EBITA € 503 mln (+13.3%1). FOCF € -
502 mln, up 8.4%*. FY 2024 guidance confirmed",https://www.leonardo.com/en/press-release-detail/-/detail/30-07-2024-leonardo-s-1h-2024-financial-results,30 lug 2024,Non-ESG,0.952532172203064,5
Leonardo Spa,"Intermarine (IMMSI GROUP) and Leonardo: contract signed with the Italian
Directorate Of Naval Armaments for the procurment of new generation
minehunters for the Italian Navy",https://www.leonardo.com/en/press-release-detail/-/detail/26-07-2024-intermarine-immsi-group-and-leonardo-contract-signed-with-the-italian-directorate-of-naval-armaments,26 lug 2024,Community Relations,0.9321860671043396,4
Leonardo Spa,"Intermarine (Immi Group) and Leonardo: signed with Navarm contracted for the
Supply of new generation cacciamines coastal intended for the Navy
Italian military",https://www.leonardo.com/it/press-release-detail/-/detail/26-07-2024-intermarine-immsi-group-and-leonardo-contract-signed-with-the-italian-directorate-of-naval-armaments,26 lug 2024,Natural Capital,0.436940997838974,4
Leonardo Spa,"Leonardo expands proximity support services for helicopters in the Kingdom
of Saudi Arabia by appointing Mukamalah Aviation Company an Authorised
Service Centre",https://www.leonardo.com/en/press-release-detail/-/detail/24-07-2024-leonardo-expands-proximity-support-services-for-helicopters-in-the-kingdom-of-saudi-arabia-by-appointing-mukamalah-aviation-company-an-authorised-service-centre,24 lug 2024,Community Relations,0.966444730758667,5
Leonardo Spa,Leonardo gets certification for gender equality,https://www.leonardo.com/it/news-and-stories-detail/-/detail/leonardo-ottiene-certificazione-parit%25C3%25A0-di-genere,17 lug 2024,Climate Change,0.4977182447910309,5
Leonardo Spa,"Leonardo’s Shareholders’ Meeting approves 2023 financial statements, the
new long-term incentive plan and the remuneration report. Appointed the
Board Of Statutory Auditors",https://www.leonardo.com/en/press-release-detail/-/detail/24-05-2024-shareholders-meeting-approves-2023-financial-statements,24 mag 2024,Corporate Governance,0.9949339032173157,5
ALLIANZ SPA,"Allianz adheres to ""M'illumino of less 2024"" and ""Hour of the earth"" by turning off
The Allianz Tower in Milan and the Trieste headquarters",https://www.mediakey.tv/leggi-news/allianz-aderisce-a-millumino-di-meno-2024-e-ora-della-terra-spegnendo-la-torre-allianz-a-milano-e-la-sede-di-trieste,15 feb 2024,Pollution & Waste,0.3173377811908722,4
ALLIANZ SPA,"The first 28 entrepreneurs and ""Green"" managers were trained",https://qui.uniud.it/studio-e-lavoro/formati-i-primi-28-imprenditori-e-dirigenti-green/,9 lug 2023,Human Capital,0.9419324398040771,4
ALLIANZ SPA,Allianz on the podium of the MF Insurance Awards 2023,https://www.ilfriuli.it/economia/allianz-sul-podio-degli-mf-insurance-awards-2023/,8 feb 2023,Community Relations,0.5309776663780212,5
ALLIANZ SPA,"Insurance Summit Del Sole 24 Ore program, Tuesday 8 November - Auditorium
of Assolombarda in Milan",https://lombardiaeconomy.it/programma-insurance-summit-del-sole-24-ore-martedi-8-novembre-auditorium-di-assolombarda-a-milano/,2 nov 2022,Corporate Governance,0.6576235890388489,5
ALLIANZ SPA,"Allianz, Borgo San Felice Premiato - Italiaoggi.it",https://www.italiaoggi.it/news/allianz-borgo-san-felice-premiato-2551974,16 feb 2022,Community Relations,0.8557488322257996,5
ALLIANZ SPA,Borgo San Felice: a model of social agriculture from Trophy,https://www.finedininglovers.it/articolo/borgo-san-felice-sustainability-trophy-2022,15 feb 2022,Community Relations,0.7922211289405823,4
ALLIANZ SPA,"Insurance, to grow in Italy the path of consolidation is central",https://www.ilsole24ore.com/art/assicurazioni-crescere-italia-e-centrale-via-consolidamento-AEJGHXw,12 nov 2021,Community Relations,0.3948976695537567,4
ALLIANZ SPA,Deloitte announces the new Milan office in Corso Italia 23,https://www.deloitte.com/it/it/about/press-room/deloitte-annuncia-la-nuova-sede-di-milano-in-corso-italia-23.html,18 mag 2021,Non-ESG,0.5524306297302246,5
ALLIANZ SPA,"Sustainability: ""85% of living beings are vegetable""",https://www.telefriuli.it/cronaca/sostenibilita-l85-degli-esseri-viventi-sono-vegetali/,29 mag 2019,Natural Capital,0.8172217607498169,2
HDI GLOBAL SE,Why is Australia key to HDI's global expansion?,https://www.insurancebusinessmag.com/au/news/construction/why-is-australia-key-to-hdis-global-expansion-510004.aspx,6 giorni fa,Non-ESG,0.6423388123512268,3
HDI GLOBAL SE,HDI Global announces new Hong Kong branch CEO,https://www.cirmagazine.com/cir/c2024092003.php,1 mese fa,Corporate Governance,0.957274317741394,5
HDI GLOBAL SE,"Best Insurance Companies to Work for in Australia and New Zealand | Top
Insurance Employers",https://www.insurancebusinessmag.com/au/best-insurance/best-insurance-companies-to-work-for-in-australia-and-new-zealand--top-insurance-employers-495956.aspx,14 lug 2024,Human Capital,0.6489500999450684,5
HDI GLOBAL SE,Germany’s HDI Global SE seeks to raise stake in Vietnam insurer PVI to 42%,https://theinvestor.vn/germanys-hdi-global-se-seeks-to-raise-stake-in-vietnam-insurer-pvi-to-42-d10940.html,29 giu 2024,Community Relations,0.7603578567504883,1
HDI GLOBAL SE,HDI Global creates climate reporting service,https://www.captiveinternational.com/hdi-global-creates-climate-reporting-service,16 apr 2024,Climate Change,0.995197594165802,5
HDI GLOBAL SE,Asia: HDI appoints new underwriter,https://www.asiainsurancereview.com/News/View-NewsLetter-Article?id=86661&Type=eDaily,12 dic 2023,Corporate Governance,0.6451764702796936,5
HDI GLOBAL SE,HDI Global South Africa Limited : Value-Driven Insurance,https://www.africaoutlookmag.com/finance/hdi-global-south-africa-limited-value-driven-insurance,29 ago 2023,Community Relations,0.7928994297981262,5
HDI GLOBAL SE,HDI-Gerling Baces HDI Global SE,https://www.strategic-risk-global.com/hdi-gerling-becomes-hdi-global-se/1416947.article,27 nov 2021,Climate Change,0.4428905248641968,5
HDI GLOBAL SE,"HDI Global SE allegedly fined for violations of securities market
regulations at PVI",https://vir.com.vn/hdi-global-se-allegedly-fined-for-violations-of-securities-market-regulations-at-pvi-78970.html,1 set 2020,Business Ethics & Values,0.9663099050521851,1
VODAFONE ITALIA SPA,"Sustainability, here is the rose of the finalists of the Green Economy Award 2024",https://www.adnkronos.com/sostenibilita/sostenibilita-ecco-la-rosa-dei-finalisti-del-green-economy-award-2024_4lCmxoNvgOhM4nZzNIa4gY,1 mese fa,Climate Change,0.9908151626586914,5
VODAFONE ITALIA SPA,The spark of the social impact,https://www.vita.it/la-scintilla-dellimpatto-sociale/,16 giu 2023,Community Relations,0.9215751886367798,5
VODAFONE ITALIA SPA,"Sustainability leader 2024: the most sustainable Italian companies |
Statenas - The Sole 24ore",https://lab24.ilsole24ore.com/leader-sostenibilita/2022,23 mag 2023,Natural Capital,0.3732362687587738,5
VODAFONE ITALIA SPA,Change of management in the GSO group,https://www.paroledimanagement.it/cambio-di-management-nel-gruppo-gso/,15 lug 2022,Corporate Governance,0.9706076979637146,4
